producto,ciudad,precio,variabilidad,fecha,LATITUD,LONGITUD
Arveja verde en vaina,cartagena,n.d.,n.d.,09ago2023,,
Arveja verde en vaina,medellín,6150,0,09ago2023,6.257590259,-75.61103107
Arveja verde en vaina,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Arveja verde en vaina,pasto,6300,-0.01,09ago2023,1.083605497,-77.20610074
Arveja verde en vaina,pereira,6600,0,09ago2023,4.803662773,-75.79579093
Arveja verde en vaina,popayán,7550,0.2,09ago2023,2.471704362,-76.59194419
Arveja verde en vaina,santa,n.d.,n.d.,09ago2023,,
Arveja verde en vaina,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Arveja verde en vaina,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Arveja verde en vaina,villavicencio,8400,0.08,09ago2023,4.09166877,-73.49291595
Cebolla cabezona blanca,barranquilla,3717,0.01,09ago2023,10.98152051,-74.82771544
Cebolla cabezona blanca,bogotá,3075,-0.07,09ago2023,,
Cebolla cabezona blanca,cartagena,3700,0.02,09ago2023,,
Cebolla cabezona blanca,medellín,3698,0,09ago2023,6.257590259,-75.61103107
Cebolla cabezona blanca,montería,3500,0.19,09ago2023,8.584698016,-75.95055079
Cebolla cabezona blanca,pasto,3229,0.03,09ago2023,1.083605497,-77.20610074
Cebolla cabezona blanca,pereira,3533,0.02,09ago2023,4.803662773,-75.79579093
Cebolla cabezona blanca,popayán,4156,0.83,09ago2023,2.471704362,-76.59194419
Cebolla cabezona blanca,santa,4100,-0.01,09ago2023,,
Cebolla cabezona blanca,sincelejo,3400,0.01,09ago2023,9.316673928,-75.43174967
Cebolla cabezona blanca,valledupar,3833,0.1,09ago2023,10.21890277,-73.45784764
Cebolla cabezona blanca,villavicencio,3375,0.01,09ago2023,4.09166877,-73.49291595
Cebolla junca,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Cebolla junca,bogotá,3604,-0.18,09ago2023,,
Cebolla junca,cartagena,n.d.,n.d.,09ago2023,,
Cebolla junca,medellín,2182,0.13,09ago2023,6.257590259,-75.61103107
Cebolla junca,montería,938,-0.22,09ago2023,8.584698016,-75.95055079
Cebolla junca,pasto,2000,0.01,09ago2023,1.083605497,-77.20610074
Cebolla junca,pereira,2289,-0.04,09ago2023,4.803662773,-75.79579093
Cebolla junca,popayán,2644,0.17,09ago2023,2.471704362,-76.59194419
Cebolla junca,santa,n.d.,n.d.,09ago2023,,
Cebolla junca,sincelejo,600,0,09ago2023,9.316673928,-75.43174967
Cebolla junca,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Cebolla junca,villavicencio,3583,0.02,09ago2023,4.09166877,-73.49291595
Chócolo mazorca,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Chócolo mazorca,bogotá,1750,0.07,09ago2023,,
Chócolo mazorca,cartagena,656,0,09ago2023,,
Chócolo mazorca,medellín,1500,0,09ago2023,6.257590259,-75.61103107
Chócolo mazorca,montería,925,-0.03,09ago2023,8.584698016,-75.95055079
Chócolo mazorca,pasto,1011,0.16,09ago2023,1.083605497,-77.20610074
Chócolo mazorca,pereira,n.d.,n.d.,09ago2023,4.803662773,-75.79579093
Chócolo mazorca,popayán,821,0,09ago2023,2.471704362,-76.59194419
Chócolo mazorca,santa,n.d.,n.d.,09ago2023,,
Chócolo mazorca,sincelejo,880,0.04,09ago2023,9.316673928,-75.43174967
Chócolo mazorca,valledupar,1200,0,09ago2023,10.21890277,-73.45784764
Chócolo mazorca,villavicencio,1950,0.03,09ago2023,4.09166877,-73.49291595
Fríjol verde*,barranquilla,8000,-0.07,09ago2023,10.98152051,-74.82771544
Fríjol verde*,bogotá,3950,-0.03,09ago2023,,
Fríjol verde*,cartagena,n.d.,n.d.,09ago2023,,
Fríjol verde*,medellín,2225,-0.12,09ago2023,6.257590259,-75.61103107
Fríjol verde*,montería,4125,0.03,09ago2023,8.584698016,-75.95055079
Fríjol verde*,pasto,3050,0.03,09ago2023,1.083605497,-77.20610074
Fríjol verde*,pereira,3250,0,09ago2023,4.803662773,-75.79579093
Fríjol verde*,popayán,3050,-0.02,09ago2023,2.471704362,-76.59194419
Fríjol verde*,santa,n.d.,n.d.,09ago2023,,
Fríjol verde*,sincelejo,4000,0,09ago2023,9.316673928,-75.43174967
Fríjol verde*,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Fríjol verde*,villavicencio,4100,0.02,09ago2023,4.09166877,-73.49291595
Habichuela,barranquilla,3185,-0.03,09ago2023,10.98152051,-74.82771544
Habichuela,bogotá,2792,-0.04,09ago2023,,
Habichuela,cartagena,3000,0.02,09ago2023,,
Habichuela,medellín,2950,0.01,09ago2023,6.257590259,-75.61103107
Habichuela,montería,4125,0.1,09ago2023,8.584698016,-75.95055079
Habichuela,pasto,5250,0.16,09ago2023,1.083605497,-77.20610074
Habichuela,pereira,2800,0.17,09ago2023,4.803662773,-75.79579093
Habichuela,popayán,3160,-0.01,09ago2023,2.471704362,-76.59194419
Habichuela,santa,3550,-0.02,09ago2023,,
Habichuela,sincelejo,4000,-0.14,09ago2023,9.316673928,-75.43174967
Habichuela,valledupar,2667,0.14,09ago2023,10.21890277,-73.45784764
Habichuela,villavicencio,2708,-0.19,09ago2023,4.09166877,-73.49291595
Lechuga batavia,barranquilla,2100,0.02,09ago2023,10.98152051,-74.82771544
Lechuga batavia,bogotá,2417,-0.03,09ago2023,,
Lechuga batavia,cartagena,2000,-0.04,09ago2023,,
Lechuga batavia,medellín,1034,0,09ago2023,6.257590259,-75.61103107
Lechuga batavia,montería,1583,0.25,09ago2023,8.584698016,-75.95055079
Lechuga batavia,pasto,1192,0.03,09ago2023,1.083605497,-77.20610074
Lechuga batavia,pereira,2028,0.04,09ago2023,4.803662773,-75.79579093
Lechuga batavia,popayán,1423,-0.03,09ago2023,2.471704362,-76.59194419
Lechuga batavia,santa,2833,0.05,09ago2023,,
Lechuga batavia,sincelejo,1250,-0.2,09ago2023,9.316673928,-75.43174967
Lechuga batavia,valledupar,2139,0.03,09ago2023,10.21890277,-73.45784764
Lechuga batavia,villavicencio,n.d.,n.d.,09ago2023,4.09166877,-73.49291595
Pepino cohombro,barranquilla,1883,-0.05,09ago2023,10.98152051,-74.82771544
Pepino cohombro,bogotá,2950,-0.01,09ago2023,,
Pepino cohombro,cartagena,1900,-0.16,09ago2023,,
Pepino cohombro,medellín,2100,0,09ago2023,6.257590259,-75.61103107
Pepino cohombro,montería,1550,0,09ago2023,8.584698016,-75.95055079
Pepino cohombro,pasto,2150,-0.09,09ago2023,1.083605497,-77.20610074
Pepino cohombro,pereira,1800,-0.28,09ago2023,4.803662773,-75.79579093
Pepino cohombro,popayán,1192,-0.02,09ago2023,2.471704362,-76.59194419
Pepino cohombro,santa,n.d.,n.d.,09ago2023,,
Pepino cohombro,sincelejo,1600,0,09ago2023,9.316673928,-75.43174967
Pepino cohombro,valledupar,1600,-0.02,09ago2023,10.21890277,-73.45784764
Pepino cohombro,villavicencio,2150,-0.07,09ago2023,4.09166877,-73.49291595
Pimentón,barranquilla,2059,-0.01,09ago2023,10.98152051,-74.82771544
Pimentón,bogotá,1963,-0.01,09ago2023,,
Pimentón,cartagena,1771,0,09ago2023,,
Pimentón,medellín,1050,0,09ago2023,6.257590259,-75.61103107
Pimentón,montería,900,-0.05,09ago2023,8.584698016,-75.95055079
Pimentón,pasto,1429,-0.11,09ago2023,1.083605497,-77.20610074
Pimentón,pereira,1475,-0.06,09ago2023,4.803662773,-75.79579093
Pimentón,popayán,2250,-0.02,09ago2023,2.471704362,-76.59194419
Pimentón,santa,2167,-0.09,09ago2023,,
Pimentón,sincelejo,1475,0,09ago2023,9.316673928,-75.43174967
Pimentón,valledupar,1708,-0.18,09ago2023,10.21890277,-73.45784764
Pimentón,villavicencio,1458,-0.26,09ago2023,4.09166877,-73.49291595
Remolacha,barranquilla,1408,-0.01,09ago2023,10.98152051,-74.82771544
Remolacha,bogotá,649,0.3,09ago2023,,
Remolacha,cartagena,1167,-0.07,09ago2023,,
Remolacha,medellín,750,-0.03,09ago2023,6.257590259,-75.61103107
Remolacha,montería,1300,0.04,09ago2023,8.584698016,-75.95055079
Remolacha,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Remolacha,pereira,1300,-0.05,09ago2023,4.803662773,-75.79579093
Remolacha,popayán,n.d.,n.d.,09ago2023,2.471704362,-76.59194419
Remolacha,santa,1333,-0.16,09ago2023,,
Remolacha,sincelejo,1775,0.21,09ago2023,9.316673928,-75.43174967
Remolacha,valledupar,1111,0.11,09ago2023,10.21890277,-73.45784764
Remolacha,villavicencio,1250,-0.21,09ago2023,4.09166877,-73.49291595
Tomate*,barranquilla,3728,0.12,09ago2023,10.98152051,-74.82771544
Tomate*,bogotá,3466,0.06,09ago2023,,
Tomate*,cartagena,n.d.,n.d.,09ago2023,,
Tomate*,medellín,2913,0.07,09ago2023,6.257590259,-75.61103107
Tomate*,montería,2575,0.03,09ago2023,8.584698016,-75.95055079
Tomate*,pasto,3475,0.16,09ago2023,1.083605497,-77.20610074
Tomate*,pereira,3000,-0.1,09ago2023,4.803662773,-75.79579093
Tomate*,popayán,4250,0.13,09ago2023,2.471704362,-76.59194419
Tomate*,santa,n.d.,n.d.,09ago2023,,
Tomate*,sincelejo,2950,0.08,09ago2023,9.316673928,-75.43174967
Tomate*,valledupar,3225,0.03,09ago2023,10.21890277,-73.45784764
Tomate*,villavicencio,n.d.,n.d.,09ago2023,4.09166877,-73.49291595
Zanahoria,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Zanahoria,bogotá,1656,0.01,09ago2023,,
Zanahoria,cartagena,1500,0,09ago2023,,
Zanahoria,medellín,383,-0.12,09ago2023,6.257590259,-75.61103107
Zanahoria,montería,667,0.09,09ago2023,8.584698016,-75.95055079
Zanahoria,pasto,600,-0.02,09ago2023,1.083605497,-77.20610074
Zanahoria,pereira,n.d.,n.d.,09ago2023,4.803662773,-75.79579093
Zanahoria,popayán,692,0.05,09ago2023,2.471704362,-76.59194419
Zanahoria,santa,1408,0.02,09ago2023,,
Zanahoria,sincelejo,763,-0.02,09ago2023,9.316673928,-75.43174967
Zanahoria,valledupar,1389,-0.07,09ago2023,10.21890277,-73.45784764
Zanahoria,villavicencio,1250,0.07,09ago2023,4.09166877,-73.49291595
Aguacate *,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Aguacate *,bogotá,5950,0,09ago2023,,
Aguacate *,cartagena,5833,0.01,09ago2023,,
Aguacate *,medellín,4100,-0.03,09ago2023,6.257590259,-75.61103107
Aguacate *,montería,4750,0,09ago2023,8.584698016,-75.95055079
Aguacate *,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Aguacate *,pereira,4233,0.06,09ago2023,4.803662773,-75.79579093
Aguacate *,popayán,4650,-0.01,09ago2023,2.471704362,-76.59194419
Aguacate *,santa,n.d.,n.d.,09ago2023,,
Aguacate *,sincelejo,4775,0.05,09ago2023,9.316673928,-75.43174967
Aguacate *,valledupar,5333,n.d.,09ago2023,10.21890277,-73.45784764
Aguacate *,villavicencio,5450,-0.01,09ago2023,4.09166877,-73.49291595
Banano*,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Banano*,bogotá,2188,0.02,09ago2023,,
Banano*,cartagena,n.d.,n.d.,09ago2023,,
Banano*,medellín,1750,0.01,09ago2023,6.257590259,-75.61103107
Banano*,montería,1975,-0.01,09ago2023,8.584698016,-75.95055079
Banano*,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Banano*,pereira,1300,0,09ago2023,4.803662773,-75.79579093
Banano*,popayán,1550,0,09ago2023,2.471704362,-76.59194419
Banano*,santa,1118,-0.07,09ago2023,,
Banano*,sincelejo,1500,-0.12,09ago2023,9.316673928,-75.43174967
Banano*,valledupar,972,-0.01,09ago2023,10.21890277,-73.45784764
Banano*,villavicencio,1220,-0.05,09ago2023,4.09166877,-73.49291595
Coco,barranquilla,4067,0.03,09ago2023,10.98152051,-74.82771544
Coco,bogotá,6000,0.02,09ago2023,,
Coco,cartagena,5600,-0.02,09ago2023,,
Coco,medellín,8483,0,09ago2023,6.257590259,-75.61103107
Coco,montería,4900,0,09ago2023,8.584698016,-75.95055079
Coco,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Coco,pereira,4333,0.01,09ago2023,4.803662773,-75.79579093
Coco,popayán,n.d.,n.d.,09ago2023,2.471704362,-76.59194419
Coco,santa,n.d.,n.d.,09ago2023,,
Coco,sincelejo,4350,0.07,09ago2023,9.316673928,-75.43174967
Coco,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Coco,villavicencio,n.d.,n.d.,09ago2023,4.09166877,-73.49291595
Granadilla,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Granadilla,bogotá,7111,0.1,09ago2023,,
Granadilla,cartagena,n.d.,n.d.,09ago2023,,
Granadilla,medellín,4935,0.02,09ago2023,6.257590259,-75.61103107
Granadilla,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Granadilla,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Granadilla,pereira,4889,-0.04,09ago2023,4.803662773,-75.79579093
Granadilla,popayán,6622,-0.03,09ago2023,2.471704362,-76.59194419
Granadilla,santa,n.d.,n.d.,09ago2023,,
Granadilla,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Granadilla,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Granadilla,villavicencio,7333,0,09ago2023,4.09166877,-73.49291595
Guayaba*,barranquilla,4121,0,09ago2023,10.98152051,-74.82771544
Guayaba*,bogotá,1619,0.05,09ago2023,,
Guayaba*,cartagena,3525,0.01,09ago2023,,
Guayaba*,medellín,2700,0.04,09ago2023,6.257590259,-75.61103107
Guayaba*,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Guayaba*,pasto,2563,0.41,09ago2023,1.083605497,-77.20610074
Guayaba*,pereira,2467,0.09,09ago2023,4.803662773,-75.79579093
Guayaba*,popayán,2588,0.02,09ago2023,2.471704362,-76.59194419
Guayaba*,santa,n.d.,n.d.,09ago2023,,
Guayaba*,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Guayaba*,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Guayaba*,villavicencio,1177,-0.04,09ago2023,4.09166877,-73.49291595
Limón común,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Limón común,bogotá,n.d.,n.d.,09ago2023,,
Limón común,cartagena,n.d.,n.d.,09ago2023,,
Limón común,medellín,3864,0.02,09ago2023,6.257590259,-75.61103107
Limón común,montería,1357,-0.14,09ago2023,8.584698016,-75.95055079
Limón común,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Limón común,pereira,3667,0.25,09ago2023,4.803662773,-75.79579093
Limón común,popayán,n.d.,n.d.,09ago2023,2.471704362,-76.59194419
Limón común,santa,n.d.,n.d.,09ago2023,,
Limón común,sincelejo,1429,n.d.,09ago2023,9.316673928,-75.43174967
Limón común,valledupar,2000,n.d.,09ago2023,10.21890277,-73.45784764
Limón común,villavicencio,2250,0.18,09ago2023,4.09166877,-73.49291595
Limón Tahití,barranquilla,1639,0.15,09ago2023,10.98152051,-74.82771544
Limón Tahití,bogotá,2679,0.08,09ago2023,,
Limón Tahití,cartagena,2000,0.05,09ago2023,,
Limón Tahití,medellín,2050,0.05,09ago2023,6.257590259,-75.61103107
Limón Tahití,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Limón Tahití,pasto,1571,0.16,09ago2023,1.083605497,-77.20610074
Limón Tahití,pereira,1467,0.19,09ago2023,4.803662773,-75.79579093
Limón Tahití,popayán,n.d.,n.d.,09ago2023,2.471704362,-76.59194419
Limón Tahití,santa,n.d.,n.d.,09ago2023,,
Limón Tahití,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Limón Tahití,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Limón Tahití,villavicencio,1450,0.07,09ago2023,4.09166877,-73.49291595
Lulo,barranquilla,5017,0.01,09ago2023,10.98152051,-74.82771544
Lulo,bogotá,3550,0,09ago2023,,
Lulo,cartagena,4950,0.01,09ago2023,,
Lulo,medellín,3375,0.03,09ago2023,6.257590259,-75.61103107
Lulo,montería,5000,0,09ago2023,8.584698016,-75.95055079
Lulo,pasto,2880,-0.04,09ago2023,1.083605497,-77.20610074
Lulo,pereira,3633,-0.02,09ago2023,4.803662773,-75.79579093
Lulo,popayán,4000,0.01,09ago2023,2.471704362,-76.59194419
Lulo,santa,n.d.,n.d.,09ago2023,,
Lulo,sincelejo,3800,-0.02,09ago2023,9.316673928,-75.43174967
Lulo,valledupar,4667,0.01,09ago2023,10.21890277,-73.45784764
Lulo,villavicencio,3600,-0.08,09ago2023,4.09166877,-73.49291595
Mandarina*,barranquilla,4264,0,09ago2023,10.98152051,-74.82771544
Mandarina*,bogotá,6004,0,09ago2023,,
Mandarina*,cartagena,n.d.,n.d.,09ago2023,,
Mandarina*,medellín,4850,0,09ago2023,6.257590259,-75.61103107
Mandarina*,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Mandarina*,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Mandarina*,pereira,4000,0,09ago2023,4.803662773,-75.79579093
Mandarina*,popayán,2880,0.01,09ago2023,2.471704362,-76.59194419
Mandarina*,santa,n.d.,n.d.,09ago2023,,
Mandarina*,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Mandarina*,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Mandarina*,villavicencio,4400,0.02,09ago2023,4.09166877,-73.49291595
Mango tommy,barranquilla,4400,-0.01,09ago2023,10.98152051,-74.82771544
Mango tommy,bogotá,8698,0.02,09ago2023,,
Mango tommy,cartagena,n.d.,n.d.,09ago2023,,
Mango tommy,medellín,8625,0,09ago2023,6.257590259,-75.61103107
Mango tommy,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Mango tommy,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Mango tommy,pereira,9200,0,09ago2023,4.803662773,-75.79579093
Mango tommy,popayán,6700,0.04,09ago2023,2.471704362,-76.59194419
Mango tommy,santa,n.d.,n.d.,09ago2023,,
Mango tommy,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Mango tommy,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Mango tommy,villavicencio,9133,0.09,09ago2023,4.09166877,-73.49291595
Manzana royal gala,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Manzana royal gala,bogotá,9167,0,09ago2023,,
Manzana royal gala,cartagena,n.d.,n.d.,09ago2023,,
Manzana royal gala,medellín,8553,-0.03,09ago2023,6.257590259,-75.61103107
Manzana royal gala,montería,8882,0,09ago2023,8.584698016,-75.95055079
Manzana royal gala,pasto,7697,-0.03,09ago2023,1.083605497,-77.20610074
Manzana royal gala,pereira,8070,-0.02,09ago2023,4.803662773,-75.79579093
Manzana royal gala,popayán,7895,-0.06,09ago2023,2.471704362,-76.59194419
Manzana royal gala,santa,n.d.,n.d.,09ago2023,,
Manzana royal gala,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Manzana royal gala,valledupar,8250,0,09ago2023,10.21890277,-73.45784764
Manzana royal gala,villavicencio,8882,-0.01,09ago2023,4.09166877,-73.49291595
Maracuyá,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Maracuyá,bogotá,2900,0,09ago2023,,
Maracuyá,cartagena,n.d.,n.d.,09ago2023,,
Maracuyá,medellín,2525,-0.01,09ago2023,6.257590259,-75.61103107
Maracuyá,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Maracuyá,pasto,3417,0.01,09ago2023,1.083605497,-77.20610074
Maracuyá,pereira,3633,-0.04,09ago2023,4.803662773,-75.79579093
Maracuyá,popayán,3750,-0.13,09ago2023,2.471704362,-76.59194419
Maracuyá,santa,3767,n.d.,09ago2023,,
Maracuyá,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Maracuyá,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Maracuyá,villavicencio,2750,0.01,09ago2023,4.09166877,-73.49291595
Mora de Castilla,barranquilla,5245,0.05,09ago2023,10.98152051,-74.82771544
Mora de Castilla,bogotá,4097,-0.05,09ago2023,,
Mora de Castilla,cartagena,4400,0.03,09ago2023,,
Mora de Castilla,medellín,2950,-0.08,09ago2023,6.257590259,-75.61103107
Mora de Castilla,montería,4050,-0.04,09ago2023,8.584698016,-75.95055079
Mora de Castilla,pasto,3188,0,09ago2023,1.083605497,-77.20610074
Mora de Castilla,pereira,4433,-0.05,09ago2023,4.803662773,-75.79579093
Mora de Castilla,popayán,4080,-0.05,09ago2023,2.471704362,-76.59194419
Mora de Castilla,santa,4200,-0.02,09ago2023,,
Mora de Castilla,sincelejo,4267,0,09ago2023,9.316673928,-75.43174967
Mora de Castilla,valledupar,4000,0,09ago2023,10.21890277,-73.45784764
Mora de Castilla,villavicencio,4000,-0.03,09ago2023,4.09166877,-73.49291595
Naranja*,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Naranja*,bogotá,2185,-0.01,09ago2023,,
Naranja*,cartagena,1800,n.d.,09ago2023,,
Naranja*,medellín,2475,-0.02,09ago2023,6.257590259,-75.61103107
Naranja*,montería,2000,-0.02,09ago2023,8.584698016,-75.95055079
Naranja*,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Naranja*,pereira,1667,-0.07,09ago2023,4.803662773,-75.79579093
Naranja*,popayán,n.d.,n.d.,09ago2023,2.471704362,-76.59194419
Naranja*,santa,n.d.,n.d.,09ago2023,,
Naranja*,sincelejo,1750,-0.05,09ago2023,9.316673928,-75.43174967
Naranja*,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Naranja*,villavicencio,1810,0.13,09ago2023,4.09166877,-73.49291595
Papaya maradol,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Papaya maradol,bogotá,n.d.,n.d.,09ago2023,,
Papaya maradol,cartagena,n.d.,n.d.,09ago2023,,
Papaya maradol,medellín,3350,0,09ago2023,6.257590259,-75.61103107
Papaya maradol,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Papaya maradol,pasto,2611,0,09ago2023,1.083605497,-77.20610074
Papaya maradol,pereira,2533,0.04,09ago2023,4.803662773,-75.79579093
Papaya maradol,popayán,2700,-0.02,09ago2023,2.471704362,-76.59194419
Papaya maradol,santa,n.d.,n.d.,09ago2023,,
Papaya maradol,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Papaya maradol,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Papaya maradol,villavicencio,n.d.,n.d.,09ago2023,4.09166877,-73.49291595
Piña *,barranquilla,2778,0,09ago2023,10.98152051,-74.82771544
Piña *,bogotá,n.d.,n.d.,09ago2023,,
Piña *,cartagena,n.d.,n.d.,09ago2023,,
Piña *,medellín,4025,-0.01,09ago2023,6.257590259,-75.61103107
Piña *,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Piña *,pasto,3033,0.02,09ago2023,1.083605497,-77.20610074
Piña *,pereira,4033,0.17,09ago2023,4.803662773,-75.79579093
Piña *,popayán,2750,0.02,09ago2023,2.471704362,-76.59194419
Piña *,santa,n.d.,n.d.,09ago2023,,
Piña *,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Piña *,valledupar,3100,n.d.,09ago2023,10.21890277,-73.45784764
Piña *,villavicencio,n.d.,n.d.,09ago2023,4.09166877,-73.49291595
Tomate de árbol,barranquilla,3625,-0.04,09ago2023,10.98152051,-74.82771544
Tomate de árbol,bogotá,3125,0,09ago2023,,
Tomate de árbol,cartagena,3200,-0.05,09ago2023,,
Tomate de árbol,medellín,2900,-0.02,09ago2023,6.257590259,-75.61103107
Tomate de árbol,montería,3100,-0.1,09ago2023,8.584698016,-75.95055079
Tomate de árbol,pasto,3600,-0.03,09ago2023,1.083605497,-77.20610074
Tomate de árbol,pereira,3075,-0.14,09ago2023,4.803662773,-75.79579093
Tomate de árbol,popayán,3136,0,09ago2023,2.471704362,-76.59194419
Tomate de árbol,santa,n.d.,n.d.,09ago2023,,
Tomate de árbol,sincelejo,3000,0.03,09ago2023,9.316673928,-75.43174967
Tomate de árbol,valledupar,3467,-0.12,09ago2023,10.21890277,-73.45784764
Tomate de árbol,villavicencio,3950,-0.01,09ago2023,4.09166877,-73.49291595
Arracacha*,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Arracacha*,bogotá,2917,-0.14,09ago2023,,
Arracacha*,cartagena,n.d.,n.d.,09ago2023,,
Arracacha*,medellín,4469,0.02,09ago2023,6.257590259,-75.61103107
Arracacha*,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
Arracacha*,pasto,2150,0.02,09ago2023,1.083605497,-77.20610074
Arracacha*,pereira,4333,0.06,09ago2023,4.803662773,-75.79579093
Arracacha*,popayán,n.d.,n.d.,09ago2023,2.471704362,-76.59194419
Arracacha*,santa,n.d.,n.d.,09ago2023,,
Arracacha*,sincelejo,n.d.,n.d.,09ago2023,9.316673928,-75.43174967
Arracacha*,valledupar,n.d.,n.d.,09ago2023,10.21890277,-73.45784764
Arracacha*,villavicencio,4000,-0.02,09ago2023,4.09166877,-73.49291595
Papa negra*,barranquilla,1324,-0.01,09ago2023,10.98152051,-74.82771544
Papa negra*,bogotá,1545,0,09ago2023,,
Papa negra*,cartagena,1433,n.d.,09ago2023,,
Papa negra*,medellín,1575,-0.02,09ago2023,6.257590259,-75.61103107
Papa negra*,montería,1650,0,09ago2023,8.584698016,-75.95055079
Papa negra*,pasto,n.d.,n.d.,09ago2023,1.083605497,-77.20610074
Papa negra*,pereira,1287,0.06,09ago2023,4.803662773,-75.79579093
Papa negra*,popayán,1450,0.23,09ago2023,2.471704362,-76.59194419
Papa negra*,santa,n.d.,n.d.,09ago2023,,
Papa negra*,sincelejo,1820,0.01,09ago2023,9.316673928,-75.43174967
Papa negra*,valledupar,1440,0.11,09ago2023,10.21890277,-73.45784764
Papa negra*,villavicencio,1540,0.04,09ago2023,4.09166877,-73.49291595
Papa criolla,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Papa criolla,bogotá,4944,-0.06,09ago2023,,
Papa criolla,cartagena,4600,0.06,09ago2023,,
Papa criolla,medellín,3475,-0.03,09ago2023,6.257590259,-75.61103107
Papa criolla,montería,4167,0,09ago2023,8.584698016,-75.95055079
Papa criolla,pasto,2500,0.09,09ago2023,1.083605497,-77.20610074
Papa criolla,pereira,4307,0.12,09ago2023,4.803662773,-75.79579093
Papa criolla,popayán,2458,-0.02,09ago2023,2.471704362,-76.59194419
Papa criolla,santa,n.d.,n.d.,09ago2023,,
Papa criolla,sincelejo,4250,0,09ago2023,9.316673928,-75.43174967
Papa criolla,valledupar,3733,-0.15,09ago2023,10.21890277,-73.45784764
Papa criolla,villavicencio,3700,0.12,09ago2023,4.09166877,-73.49291595
Plátano guineo,barranquilla,n.d.,n.d.,09ago2023,10.98152051,-74.82771544
Plátano guineo,bogotá,n.d.,n.d.,09ago2023,,
Plátano guineo,cartagena,n.d.,n.d.,09ago2023,,
Plátano guineo,medellín,1600,0.03,09ago2023,6.257590259,-75.61103107
Plátano guineo,montería,n.d.,n.d.,09ago2023,8.584698016,-75.95055079
