producto,ciudad,precio,variabilidad,fecha,LATITUD,LONGITUD
Coco,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Coco,villavicencio,n.d.,n.d.,16ago2023,4.09166877,-73.49291595
Granadilla,barranquilla,n.d.,n.d.,16ago2023,10.98152051,-74.82771544
Granadilla,bogotá,6500,-0.03,16ago2023,,
Granadilla,cartagena,n.d.,n.d.,16ago2023,,
Granadilla,medellín,4788,-0.04,16ago2023,6.257590259,-75.61103107
Granadilla,montería,n.d.,n.d.,16ago2023,8.584698016,-75.95055079
Granadilla,pasto,n.d.,n.d.,16ago2023,1.083605497,-77.20610074
Granadilla,pereira,5400,-0.07,16ago2023,4.803662773,-75.79579093
Granadilla,popayán,6578,-0.01,16ago2023,2.471704362,-76.59194419
Granadilla,santa,n.d.,n.d.,16ago2023,,
Granadilla,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Granadilla,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Granadilla,villavicencio,6750,-0.05,16ago2023,4.09166877,-73.49291595
Guayaba*,barranquilla,4121,0,16ago2023,10.98152051,-74.82771544
Guayaba*,bogotá,1036,0.02,16ago2023,,
Guayaba*,cartagena,3500,0,16ago2023,,
Guayaba*,medellín,3100,0,16ago2023,6.257590259,-75.61103107
Guayaba*,montería,n.d.,n.d.,16ago2023,8.584698016,-75.95055079
Guayaba*,pasto,2250,-0.08,16ago2023,1.083605497,-77.20610074
Guayaba*,pereira,2233,-0.08,16ago2023,4.803662773,-75.79579093
Guayaba*,popayán,2700,0.03,16ago2023,2.471704362,-76.59194419
Guayaba*,santa,n.d.,n.d.,16ago2023,,
Guayaba*,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Guayaba*,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Guayaba*,villavicencio,1031,0.1,16ago2023,4.09166877,-73.49291595
Limón común,barranquilla,n.d.,n.d.,16ago2023,10.98152051,-74.82771544
Limón común,bogotá,n.d.,n.d.,16ago2023,,
Limón común,cartagena,n.d.,n.d.,16ago2023,,
Limón común,medellín,3336,0,16ago2023,6.257590259,-75.61103107
Limón común,montería,1464,0,16ago2023,8.584698016,-75.95055079
Limón común,pasto,n.d.,n.d.,16ago2023,1.083605497,-77.20610074
Limón común,pereira,3533,-0.12,16ago2023,4.803662773,-75.79579093
Limón común,popayán,n.d.,n.d.,16ago2023,2.471704362,-76.59194419
Limón común,santa,n.d.,n.d.,16ago2023,,
Limón común,sincelejo,1357,-0.14,16ago2023,9.316673928,-75.43174967
Limón común,valledupar,3084,0.08,16ago2023,10.21890277,-73.45784764
Limón común,villavicencio,2600,0.11,16ago2023,4.09166877,-73.49291595
Limón Tahití,barranquilla,1847,-0.01,16ago2023,10.98152051,-74.82771544
Limón Tahití,bogotá,3000,-0.06,16ago2023,,
Limón Tahití,cartagena,2170,0.03,16ago2023,,
Limón Tahití,medellín,1950,0.01,16ago2023,6.257590259,-75.61103107
Limón Tahití,montería,n.d.,n.d.,16ago2023,8.584698016,-75.95055079
Limón Tahití,pasto,n.d.,n.d.,16ago2023,1.083605497,-77.20610074
Limón Tahití,pereira,2133,0.14,16ago2023,4.803662773,-75.79579093
Limón Tahití,popayán,n.d.,n.d.,16ago2023,2.471704362,-76.59194419
Limón Tahití,santa,n.d.,n.d.,16ago2023,,
Limón Tahití,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Limón Tahití,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Limón Tahití,villavicencio,2000,0.11,16ago2023,4.09166877,-73.49291595
Lulo,barranquilla,4467,-0.02,16ago2023,10.98152051,-74.82771544
Lulo,bogotá,3375,0.01,16ago2023,,
Lulo,cartagena,4850,-0.03,16ago2023,,
Lulo,medellín,3025,-0.02,16ago2023,6.257590259,-75.61103107
Lulo,montería,4833,-0.03,16ago2023,8.584698016,-75.95055079
Lulo,pasto,2754,-0.07,16ago2023,1.083605497,-77.20610074
Lulo,pereira,3167,-0.03,16ago2023,4.803662773,-75.79579093
Lulo,popayán,3500,-0.12,16ago2023,2.471704362,-76.59194419
Lulo,santa,4600,n.d.,16ago2023,,
Lulo,sincelejo,3833,0.01,16ago2023,9.316673928,-75.43174967
Lulo,valledupar,4750,0.02,16ago2023,10.21890277,-73.45784764
Lulo,villavicencio,3370,0.04,16ago2023,4.09166877,-73.49291595
Mandarina*,barranquilla,4556,0,16ago2023,10.98152051,-74.82771544
Mandarina*,bogotá,6222,0.04,16ago2023,,
Mandarina*,cartagena,n.d.,n.d.,16ago2023,,
Mandarina*,medellín,3600,-0.03,16ago2023,6.257590259,-75.61103107
Mandarina*,montería,3200,0,16ago2023,8.584698016,-75.95055079
Mandarina*,pasto,n.d.,n.d.,16ago2023,1.083605497,-77.20610074
Mandarina*,pereira,3750,-0.12,16ago2023,4.803662773,-75.79579093
Mandarina*,popayán,2840,0.01,16ago2023,2.471704362,-76.59194419
Mandarina*,santa,n.d.,n.d.,16ago2023,,
Mandarina*,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Mandarina*,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Mandarina*,villavicencio,4300,-0.03,16ago2023,4.09166877,-73.49291595
Mango tommy,barranquilla,6387,0,16ago2023,10.98152051,-74.82771544
Mango tommy,bogotá,8194,-0.05,16ago2023,,
Mango tommy,cartagena,n.d.,n.d.,16ago2023,,
Mango tommy,medellín,9650,-0.03,16ago2023,6.257590259,-75.61103107
Mango tommy,montería,n.d.,n.d.,16ago2023,8.584698016,-75.95055079
Mango tommy,pasto,n.d.,n.d.,16ago2023,1.083605497,-77.20610074
Mango tommy,pereira,10000,0,16ago2023,4.803662773,-75.79579093
Mango tommy,popayán,6950,0.02,16ago2023,2.471704362,-76.59194419
Mango tommy,santa,n.d.,n.d.,16ago2023,,
Mango tommy,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Mango tommy,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Mango tommy,villavicencio,8350,-0.04,16ago2023,4.09166877,-73.49291595
Manzana royal gala,barranquilla,n.d.,n.d.,16ago2023,10.98152051,-74.82771544
Manzana royal gala,bogotá,9057,-0.02,16ago2023,,
Manzana royal gala,cartagena,n.d.,n.d.,16ago2023,,
Manzana royal gala,medellín,8421,-0.02,16ago2023,6.257590259,-75.61103107
Manzana royal gala,montería,8882,0,16ago2023,8.584698016,-75.95055079
Manzana royal gala,pasto,7829,-0.01,16ago2023,1.083605497,-77.20610074
Manzana royal gala,pereira,7982,0,16ago2023,4.803662773,-75.79579093
Manzana royal gala,popayán,7895,0,16ago2023,2.471704362,-76.59194419
Manzana royal gala,santa,n.d.,n.d.,16ago2023,,
Manzana royal gala,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Manzana royal gala,valledupar,8000,0,16ago2023,10.21890277,-73.45784764
Manzana royal gala,villavicencio,8947,0,16ago2023,4.09166877,-73.49291595
Maracuyá,barranquilla,n.d.,n.d.,16ago2023,10.98152051,-74.82771544
Maracuyá,bogotá,3100,0.04,16ago2023,,
Maracuyá,cartagena,n.d.,n.d.,16ago2023,,
Maracuyá,medellín,2650,0,16ago2023,6.257590259,-75.61103107
Maracuyá,montería,n.d.,n.d.,16ago2023,8.584698016,-75.95055079
Maracuyá,pasto,3000,-0.05,16ago2023,1.083605497,-77.20610074
Maracuyá,pereira,3533,0,16ago2023,4.803662773,-75.79579093
Maracuyá,popayán,3425,-0.09,16ago2023,2.471704362,-76.59194419
Maracuyá,santa,n.d.,n.d.,16ago2023,,
Maracuyá,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Maracuyá,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Maracuyá,villavicencio,2750,-0.03,16ago2023,4.09166877,-73.49291595
Mora de Castilla,barranquilla,5010,0,16ago2023,10.98152051,-74.82771544
Mora de Castilla,bogotá,3500,0,16ago2023,,
Mora de Castilla,cartagena,4260,0,16ago2023,,
Mora de Castilla,medellín,2800,-0.03,16ago2023,6.257590259,-75.61103107
Mora de Castilla,montería,3800,-0.03,16ago2023,8.584698016,-75.95055079
Mora de Castilla,pasto,3281,0.02,16ago2023,1.083605497,-77.20610074
Mora de Castilla,pereira,4033,-0.07,16ago2023,4.803662773,-75.79579093
Mora de Castilla,popayán,3340,0.03,16ago2023,2.471704362,-76.59194419
Mora de Castilla,santa,4160,0.02,16ago2023,,
Mora de Castilla,sincelejo,3867,0,16ago2023,9.316673928,-75.43174967
Mora de Castilla,valledupar,4000,0,16ago2023,10.21890277,-73.45784764
Mora de Castilla,villavicencio,4050,-0.02,16ago2023,4.09166877,-73.49291595
Naranja*,barranquilla,n.d.,n.d.,16ago2023,10.98152051,-74.82771544
Naranja*,bogotá,2125,0.02,16ago2023,,
Naranja*,cartagena,1700,0,16ago2023,,
Naranja*,medellín,2100,0,16ago2023,6.257590259,-75.61103107
Naranja*,montería,1719,-0.02,16ago2023,8.584698016,-75.95055079
Naranja*,pasto,n.d.,n.d.,16ago2023,1.083605497,-77.20610074
Naranja*,pereira,1767,0.06,16ago2023,4.803662773,-75.79579093
Naranja*,popayán,n.d.,n.d.,16ago2023,2.471704362,-76.59194419
Naranja*,santa,n.d.,n.d.,16ago2023,,
Naranja*,sincelejo,1750,-0.05,16ago2023,9.316673928,-75.43174967
Naranja*,valledupar,1591,-0.09,16ago2023,10.21890277,-73.45784764
Naranja*,villavicencio,1700,-0.03,16ago2023,4.09166877,-73.49291595
Papaya maradol,barranquilla,n.d.,n.d.,16ago2023,10.98152051,-74.82771544
Papaya maradol,bogotá,n.d.,n.d.,16ago2023,,
Papaya maradol,cartagena,n.d.,n.d.,16ago2023,,
Papaya maradol,medellín,3275,-0.01,16ago2023,6.257590259,-75.61103107
Papaya maradol,montería,n.d.,n.d.,16ago2023,8.584698016,-75.95055079
Papaya maradol,pasto,2556,0,16ago2023,1.083605497,-77.20610074
Papaya maradol,pereira,2567,-0.01,16ago2023,4.803662773,-75.79579093
Papaya maradol,popayán,2700,0,16ago2023,2.471704362,-76.59194419
Papaya maradol,santa,n.d.,n.d.,16ago2023,,
Papaya maradol,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Papaya maradol,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Papaya maradol,villavicencio,n.d.,n.d.,16ago2023,4.09166877,-73.49291595
Piña *,barranquilla,2847,-0.01,16ago2023,10.98152051,-74.82771544
Piña *,bogotá,2778,0.04,16ago2023,,
Piña *,cartagena,n.d.,n.d.,16ago2023,,
Piña *,medellín,4225,0.03,16ago2023,6.257590259,-75.61103107
Piña *,montería,n.d.,n.d.,16ago2023,8.584698016,-75.95055079
Piña *,pasto,3300,0.05,16ago2023,1.083605497,-77.20610074
Piña *,pereira,4033,-0.09,16ago2023,4.803662773,-75.79579093
Piña *,popayán,2850,0.02,16ago2023,2.471704362,-76.59194419
Piña *,santa,n.d.,n.d.,16ago2023,,
Piña *,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Piña *,valledupar,3133,0.02,16ago2023,10.21890277,-73.45784764
Piña *,villavicencio,n.d.,n.d.,16ago2023,4.09166877,-73.49291595
Tomate de árbol,barranquilla,2863,-0.01,16ago2023,10.98152051,-74.82771544
Tomate de árbol,bogotá,3100,0,16ago2023,,
Tomate de árbol,cartagena,3000,0,16ago2023,,
Tomate de árbol,medellín,2100,-0.08,16ago2023,6.257590259,-75.61103107
Tomate de árbol,montería,2800,-0.02,16ago2023,8.584698016,-75.95055079
Tomate de árbol,pasto,3100,-0.02,16ago2023,1.083605497,-77.20610074
Tomate de árbol,pereira,2950,-0.06,16ago2023,4.803662773,-75.79579093
Tomate de árbol,popayán,3093,-0.01,16ago2023,2.471704362,-76.59194419
Tomate de árbol,santa,3700,n.d.,16ago2023,,
Tomate de árbol,sincelejo,2300,-0.01,16ago2023,9.316673928,-75.43174967
Tomate de árbol,valledupar,3000,-0.05,16ago2023,10.21890277,-73.45784764
Tomate de árbol,villavicencio,3550,-0.03,16ago2023,4.09166877,-73.49291595
Arracacha*,barranquilla,n.d.,n.d.,16ago2023,10.98152051,-74.82771544
Arracacha*,bogotá,3771,0.17,16ago2023,,
Arracacha*,cartagena,n.d.,n.d.,16ago2023,,
Arracacha*,medellín,3844,0.03,16ago2023,6.257590259,-75.61103107
Arracacha*,montería,n.d.,n.d.,16ago2023,8.584698016,-75.95055079
Arracacha*,pasto,2100,0.02,16ago2023,1.083605497,-77.20610074
Arracacha*,pereira,4167,-0.05,16ago2023,4.803662773,-75.79579093
Arracacha*,popayán,n.d.,n.d.,16ago2023,2.471704362,-76.59194419
Arracacha*,santa,n.d.,n.d.,16ago2023,,
Arracacha*,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Arracacha*,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Arracacha*,villavicencio,4650,0.13,16ago2023,4.09166877,-73.49291595
Papa negra*,barranquilla,1371,0,16ago2023,10.98152051,-74.82771544
Papa negra*,bogotá,1568,0,16ago2023,,
Papa negra*,cartagena,n.d.,n.d.,16ago2023,,
Papa negra*,medellín,1650,0.03,16ago2023,6.257590259,-75.61103107
Papa negra*,montería,1675,0,16ago2023,8.584698016,-75.95055079
Papa negra*,pasto,n.d.,n.d.,16ago2023,1.083605497,-77.20610074
Papa negra*,pereira,1100,-0.05,16ago2023,4.803662773,-75.79579093
Papa negra*,popayán,1110,-0.29,16ago2023,2.471704362,-76.59194419
Papa negra*,santa,n.d.,n.d.,16ago2023,,
Papa negra*,sincelejo,1820,0.01,16ago2023,9.316673928,-75.43174967
Papa negra*,valledupar,1248,-0.04,16ago2023,10.21890277,-73.45784764
Papa negra*,villavicencio,1475,0.02,16ago2023,4.09166877,-73.49291595
Papa criolla,barranquilla,n.d.,n.d.,16ago2023,10.98152051,-74.82771544
Papa criolla,bogotá,4278,-0.06,16ago2023,,
Papa criolla,cartagena,5133,0.04,16ago2023,,
Papa criolla,medellín,3950,-0.03,16ago2023,6.257590259,-75.61103107
Papa criolla,montería,4667,0.08,16ago2023,8.584698016,-75.95055079
Papa criolla,pasto,2250,0.07,16ago2023,1.083605497,-77.20610074
Papa criolla,pereira,4120,-0.04,16ago2023,4.803662773,-75.79579093
Papa criolla,popayán,2917,0.04,16ago2023,2.471704362,-76.59194419
Papa criolla,santa,n.d.,n.d.,16ago2023,,
Papa criolla,sincelejo,5250,0.11,16ago2023,9.316673928,-75.43174967
Papa criolla,valledupar,3600,-0.05,16ago2023,10.21890277,-73.45784764
Papa criolla,villavicencio,2650,-0.17,16ago2023,4.09166877,-73.49291595
Plátano guineo,barranquilla,n.d.,n.d.,16ago2023,10.98152051,-74.82771544
Plátano guineo,bogotá,n.d.,n.d.,16ago2023,,
Plátano guineo,cartagena,n.d.,n.d.,16ago2023,,
Plátano guineo,medellín,1250,0.09,16ago2023,6.257590259,-75.61103107
Plátano guineo,montería,n.d.,n.d.,16ago2023,8.584698016,-75.95055079
Plátano guineo,pasto,n.d.,n.d.,16ago2023,1.083605497,-77.20610074
Plátano guineo,pereira,n.d.,n.d.,16ago2023,4.803662773,-75.79579093
Plátano guineo,popayán,n.d.,n.d.,16ago2023,2.471704362,-76.59194419
Plátano guineo,santa,n.d.,n.d.,16ago2023,,
Plátano guineo,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Plátano guineo,valledupar,n.d.,n.d.,16ago2023,10.21890277,-73.45784764
Plátano guineo,villavicencio,2600,0,16ago2023,4.09166877,-73.49291595
Plátano hartón verde,barranquilla,3450,-0.04,16ago2023,10.98152051,-74.82771544
Plátano hartón verde,bogotá,2625,0.02,16ago2023,,
Plátano hartón verde,cartagena,3300,0,16ago2023,,
Plátano hartón verde,medellín,2700,0,16ago2023,6.257590259,-75.61103107
Plátano hartón verde,montería,2500,-0.11,16ago2023,8.584698016,-75.95055079
Plátano hartón verde,pasto,2094,n.d.,16ago2023,1.083605497,-77.20610074
Plátano hartón verde,pereira,2033,0.05,16ago2023,4.803662773,-75.79579093
Plátano hartón verde,popayán,2560,-0.04,16ago2023,2.471704362,-76.59194419
Plátano hartón verde,santa,n.d.,n.d.,16ago2023,,
Plátano hartón verde,sincelejo,n.d.,n.d.,16ago2023,9.316673928,-75.43174967
Plátano hartón verde,valledupar,3525,0.02,16ago2023,10.21890277,-73.45784764
Plátano hartón verde,villavicencio,2240,-0.08,16ago2023,4.09166877,-73.49291595
Yuca*,barranquilla,1739,-0.03,16ago2023,10.98152051,-74.82771544
Yuca*,bogotá,2042,0,16ago2023,,
Yuca*,cartagena,1375,-0.1,16ago2023,,
Yuca*,medellín,1605,-0.06,16ago2023,6.257590259,-75.61103107
Yuca*,montería,1469,0,16ago2023,8.584698016,-75.95055079
Yuca*,pasto,n.d.,n.d.,16ago2023,1.083605497,-77.20610074
Yuca*,pereira,1420,-0.04,16ago2023,4.803662773,-75.79579093
Yuca*,popayán,n.d.,n.d.,16ago2023,2.471704362,-76.59194419
Yuca*,santa,n.d.,n.d.,16ago2023,,
Yuca*,sincelejo,1438,0,16ago2023,9.316673928,-75.43174967
Yuca*,valledupar,1575,-0.04,16ago2023,10.21890277,-73.45784764
Yuca*,villavicencio,1792,0.06,16ago2023,4.09166877,-73.49291595
Arveja verde en vaina,armenia,7200,0,17ago2023,6.163683758,-75.80995528
Arveja verde en vaina,armenia,7200,0,17ago2023,4.499501128,-75.72489985
Arveja verde en vaina,bogotá,6400,-0.05,17ago2023,,
Arveja verde en vaina,bucaramanga,8625,-0.02,17ago2023,7.155833544,-73.11156997
Arveja verde en vaina,cali,7000,-0.08,17ago2023,3.399043723,-76.57649259
Arveja verde en vaina,cúcuta,9583,-0.04,17ago2023,,
Arveja verde en vaina,ibagué,5633,-0.16,17ago2023,4.451921427,-75.252591
Arveja verde en vaina,manizales,8000,0,17ago2023,5.08343301,-75.50727881
Arveja verde en vaina,medellín,4925,-0.13,17ago2023,6.257590259,-75.61103107
Arveja verde en vaina,neiva,5600,-0.13,17ago2023,2.993360046,-75.27236232
Arveja verde en vaina,pasto,5300,-0.04,17ago2023,1.083605497,-77.20610074
Arveja verde en vaina,pereira,n.d.,n.d.,17ago2023,4.803662773,-75.79579093
Arveja verde en vaina,pereira,6400,-0.03,17ago2023,4.803662773,-75.79579093
Arveja verde en vaina,santa,n.d.,n.d.,17ago2023,,
Arveja verde en vaina,tunja,6267,-0.08,17ago2023,5.518472615,-73.37801856
Cebolla cabezona blanca,armenia,2800,0.11,17ago2023,6.163683758,-75.80995528
Cebolla cabezona blanca,armenia,2800,0.11,17ago2023,4.499501128,-75.72489985
Cebolla cabezona blanca,bogotá,3100,0.1,17ago2023,,
Cebolla cabezona blanca,bucaramanga,2765,-0.01,17ago2023,7.155833544,-73.11156997
Cebolla cabezona blanca,cali,3503,0.01,17ago2023,3.399043723,-76.57649259
Cebolla cabezona blanca,cúcuta,3083,0.06,17ago2023,,
Cebolla cabezona blanca,ibagué,3133,0.09,17ago2023,4.451921427,-75.252591
Cebolla cabezona blanca,manizales,3150,0.01,17ago2023,5.08343301,-75.50727881
Cebolla cabezona blanca,medellín,3281,0.06,17ago2023,6.257590259,-75.61103107
Cebolla cabezona blanca,neiva,n.d.,n.d.,17ago2023,2.993360046,-75.27236232
Cebolla cabezona blanca,pasto,2734,0.01,17ago2023,1.083605497,-77.20610074
Cebolla cabezona blanca,pereira,3047,0.04,17ago2023,4.803662773,-75.79579093
Cebolla cabezona blanca,pereira,2987,0,17ago2023,4.803662773,-75.79579093
Cebolla cabezona blanca,santa,3100,-0.07,17ago2023,,
Cebolla cabezona blanca,tunja,2675,0.03,17ago2023,5.518472615,-73.37801856
Cebolla junca,armenia,2500,0,17ago2023,6.163683758,-75.80995528
Cebolla junca,armenia,2500,0,17ago2023,4.499501128,-75.72489985
Cebolla junca,bogotá,3146,-0.04,17ago2023,,
Cebolla junca,bucaramanga,1852,0.01,17ago2023,7.155833544,-73.11156997
Cebolla junca,cali,2667,-0.14,17ago2023,3.399043723,-76.57649259
Cebolla junca,cúcuta,1875,0.09,17ago2023,,
Cebolla junca,ibagué,n.d.,n.d.,17ago2023,4.451921427,-75.252591
Cebolla junca,manizales,3253,0,17ago2023,5.08343301,-75.50727881
Cebolla junca,medellín,1803,0.01,17ago2023,6.257590259,-75.61103107
Cebolla junca,neiva,2917,-0.15,17ago2023,2.993360046,-75.27236232
Cebolla junca,pasto,2267,-0.07,17ago2023,1.083605497,-77.20610074
Cebolla junca,pereira,2244,-0.08,17ago2023,4.803662773,-75.79579093
Cebolla junca,pereira,1644,0.01,17ago2023,4.803662773,-75.79579093
Cebolla junca,santa,n.d.,n.d.,17ago2023,,
Cebolla junca,tunja,2833,-0.04,17ago2023,5.518472615,-73.37801856
Chócolo mazorca,armenia,857,0,17ago2023,6.163683758,-75.80995528
Chócolo mazorca,armenia,857,0,17ago2023,4.499501128,-75.72489985
Chócolo mazorca,bogotá,1800,0,17ago2023,,
Chócolo mazorca,bucaramanga,1096,0,17ago2023,7.155833544,-73.11156997
Chócolo mazorca,cali,1143,0.14,17ago2023,3.399043723,-76.57649259
Chócolo mazorca,cúcuta,1379,0.08,17ago2023,,
Chócolo mazorca,ibagué,2167,0.05,17ago2023,4.451921427,-75.252591
Chócolo mazorca,manizales,1000,0,17ago2023,5.08343301,-75.50727881
Chócolo mazorca,medellín,1500,0,17ago2023,6.257590259,-75.61103107
Chócolo mazorca,neiva,1589,-0.07,17ago2023,2.993360046,-75.27236232
Chócolo mazorca,pasto,984,0.13,17ago2023,1.083605497,-77.20610074
Chócolo mazorca,pereira,n.d.,n.d.,17ago2023,4.803662773,-75.79579093
Chócolo mazorca,pereira,n.d.,n.d.,17ago2023,4.803662773,-75.79579093
Chócolo mazorca,santa,n.d.,n.d.,17ago2023,,
Chócolo mazorca,tunja,1700,0.02,17ago2023,5.518472615,-73.37801856
Fríjol verde*,armenia,4267,0.08,17ago2023,6.163683758,-75.80995528
Fríjol verde*,armenia,4267,0.08,17ago2023,4.499501128,-75.72489985
Fríjol verde*,bogotá,3975,-0.01,17ago2023,,
Fríjol verde*,bucaramanga,2350,-0.02,17ago2023,7.155833544,-73.11156997
Fríjol verde*,cali,3000,-0.06,17ago2023,3.399043723,-76.57649259
Fríjol verde*,cúcuta,n.d.,n.d.,17ago2023,,
Fríjol verde*,ibagué,3067,0.1,17ago2023,4.451921427,-75.252591
Fríjol verde*,manizales,4500,0.2,17ago2023,5.08343301,-75.50727881
Fríjol verde*,medellín,2375,0,17ago2023,6.257590259,-75.61103107
Fríjol verde*,neiva,2773,0.01,17ago2023,2.993360046,-75.27236232
Fríjol verde*,pasto,2800,-0.03,17ago2023,1.083605497,-77.20610074
Fríjol verde*,pereira,3650,-0.03,17ago2023,4.803662773,-75.79579093
Fríjol verde*,pereira,3750,0.12,17ago2023,4.803662773,-75.79579093
Fríjol verde*,santa,n.d.,n.d.,17ago2023,,
Fríjol verde*,tunja,3850,0.03,17ago2023,5.518472615,-73.37801856
Habichuela,armenia,3147,0,17ago2023,6.163683758,-75.80995528
Habichuela,armenia,3147,0,17ago2023,4.499501128,-75.72489985
Habichuela,bogotá,1708,0,17ago2023,,
Habichuela,bucaramanga,2213,0.03,17ago2023,7.155833544,-73.11156997
Habichuela,cali,5625,0.01,17ago2023,3.399043723,-76.57649259
Habichuela,cúcuta,2896,0.16,17ago2023,,
Habichuela,ibagué,1733,0.11,17ago2023,4.451921427,-75.252591
Habichuela,manizales,2400,0,17ago2023,5.08343301,-75.50727881
Habichuela,medellín,1463,-0.21,17ago2023,6.257590259,-75.61103107
Habichuela,neiva,1907,0.04,17ago2023,2.993360046,-75.27236232
Habichuela,pasto,5750,0.03,17ago2023,1.083605497,-77.20610074
Habichuela,pereira,3147,0,17ago2023,4.803662773,-75.79579093
Habichuela,pereira,3600,0.13,17ago2023,4.803662773,-75.79579093
Habichuela,santa,3575,-0.06,17ago2023,,
Habichuela,tunja,1900,-0.03,17ago2023,5.518472615,-73.37801856
Lechuga batavia,armenia,1733,n.d.,17ago2023,6.163683758,-75.80995528
Lechuga batavia,armenia,1733,n.d.,17ago2023,4.499501128,-75.72489985
Lechuga batavia,bogotá,1696,-0.16,17ago2023,,
Lechuga batavia,bucaramanga,1708,0,17ago2023,7.155833544,-73.11156997
Lechuga batavia,cali,1240,-0.15,17ago2023,3.399043723,-76.57649259
Lechuga batavia,cúcuta,1556,0,17ago2023,,
Lechuga batavia,ibagué,1547,-0.09,17ago2023,4.451921427,-75.252591
Lechuga batavia,manizales,2100,-0.09,17ago2023,5.08343301,-75.50727881
Lechuga batavia,medellín,883,-0.07,17ago2023,6.257590259,-75.61103107
Lechuga batavia,neiva,1540,0.04,17ago2023,2.993360046,-75.27236232
Lechuga batavia,pasto,1135,-0.02,17ago2023,1.083605497,-77.20610074
Lechuga batavia,pereira,1972,-0.01,17ago2023,4.803662773,-75.79579093
Lechuga batavia,pereira,1944,0.01,17ago2023,4.803662773,-75.79579093
Lechuga batavia,santa,2292,-0.11,17ago2023,,
Lechuga batavia,tunja,1378,0.07,17ago2023,5.518472615,-73.37801856
Pepino cohombro,armenia,1567,0,17ago2023,6.163683758,-75.80995528
Pepino cohombro,armenia,1567,0,17ago2023,4.499501128,-75.72489985
Pepino cohombro,bogotá,2525,-0.15,17ago2023,,
Pepino cohombro,bucaramanga,1540,0,17ago2023,7.155833544,-73.11156997
Pepino cohombro,cali,1729,0.04,17ago2023,3.399043723,-76.57649259
Pepino cohombro,cúcuta,2200,-0.03,17ago2023,,
Pepino cohombro,ibagué,1787,-0.11,17ago2023,4.451921427,-75.252591
Pepino cohombro,manizales,1650,0,17ago2023,5.08343301,-75.50727881
Pepino cohombro,medellín,1875,0,17ago2023,6.257590259,-75.61103107
Pepino cohombro,neiva,2000,-0.02,17ago2023,2.993360046,-75.27236232
Pepino cohombro,pasto,1375,0.02,17ago2023,1.083605497,-77.20610074
Pepino cohombro,pereira,2100,-0.03,17ago2023,4.803662773,-75.79579093
Pepino cohombro,pereira,1500,-0.06,17ago2023,4.803662773,-75.79579093
Pepino cohombro,santa,1550,-0.23,17ago2023,,
Pepino cohombro,tunja,1440,-0.06,17ago2023,5.518472615,-73.37801856
Pimentón,armenia,1433,0,17ago2023,6.163683758,-75.80995528
Pimentón,armenia,1433,0,17ago2023,4.499501128,-75.72489985
Pimentón,bogotá,1567,-0.2,17ago2023,,
Pimentón,bucaramanga,2000,-0.02,17ago2023,7.155833544,-73.11156997
Pimentón,cali,1413,0.07,17ago2023,3.399043723,-76.57649259
Pimentón,cúcuta,1382,-0.1,17ago2023,,
Pimentón,ibagué,1600,-0.08,17ago2023,4.451921427,-75.252591
Pimentón,manizales,1500,0,17ago2023,5.08343301,-75.50727881
Pimentón,medellín,1050,0,17ago2023,6.257590259,-75.61103107
Pimentón,neiva,1071,-0.02,17ago2023,2.993360046,-75.27236232
Pimentón,pasto,1607,0.02,17ago2023,1.083605497,-77.20610074
Pimentón,pereira,1600,-0.2,17ago2023,4.803662773,-75.79579093
Pimentón,pereira,1500,0,17ago2023,4.803662773,-75.79579093
Pimentón,santa,2292,0,17ago2023,,
Pimentón,tunja,1048,-0.08,17ago2023,5.518472615,-73.37801856
Remolacha,armenia,1173,-0.06,17ago2023,6.163683758,-75.80995528
Remolacha,armenia,1173,-0.06,17ago2023,4.499501128,-75.72489985
Remolacha,bogotá,552,-0.1,17ago2023,,
Remolacha,bucaramanga,1167,0,17ago2023,7.155833544,-73.11156997
Remolacha,cali,938,0.02,17ago2023,3.399043723,-76.57649259
Remolacha,cúcuta,600,-0.05,17ago2023,,
